timestamp,hour,day_of_week,day,outdoor_temperature,humidity,solar_context,floor_level,room_area,building_orientation,distance_to_external_wall,NDVI,occupancy,hvac_status,hvac_runtime,indoor_temperature,temperature_delta,humidity_delta,outside_inside_temp_diff,rolling_mean,rolling_std,energy,historical_energy,power_ratio
2025-03-25 00:00:00,0,1,25,25.01551676528082,43.506832758014355,0.0,2,45.0,180,2.0,0.45,0,0,0.0,24.886760338095858,0.0,-5.408812620760479,0.12875642718496394,24.886760338095858,0.0,5.309205650102601,5.4330986725262465,0.42640856815449174
2025-03-25 01:00:00,1,1,25,23.70593713306964,50.52797955567586,0.0,2,45.0,180,2.0,0.45,0,0,0.0,24.890246572926575,0.003486234830717194,7.021146797661508,-1.1843094398569356,24.888503455511216,0.0024651402896088636,5.853497906234914,4.710650598345002,0.47012337162805323
2025-03-25 02:00:00,2,1,25,23.334836488855938,66.04597858555601,0.0,2,45.0,180,2.0,0.45,0,0,0.0,24.472465219132364,-0.41778135379421144,15.517999029880151,-1.1376287302764254,24.749824043384933,0.24020611253962582,5.342574817870721,6.993811454755717,0.4290886110811085
2025-03-25 03:00:00,3,1,25,25.609733294883558,56.64423654450401,0.0,2,45.0,180,2.0,0.45,0,0,0.0,24.369275871765446,-0.10318934736691787,-9.401742041052003,1.2404574231181122,24.577329221274795,0.27586221574560926,5.887898156054292,4.185083482097581,0.4728862258545333
2025-03-25 04:00:00,4,1,25,25.468194343151268,65.43045315481612,0.0,2,45.0,180,2.0,0.45,0,0,0.0,24.406756206798335,0.037480335032888945,8.78621661031211,1.0614381363529333,24.416165765898715,0.05223423402667562,4.298131210467956,5.6771516094531975,0.34520417854982793
2025-03-25 05:00:00,5,1,25,26.88289427778938,67.41496939952049,0.0,2,45.0,180,2.0,0.45,0,0,0.0,24.953459792538844,0.5467035857405094,1.9845162447043663,1.9294344852505354,24.57649729036754,0.3269965441881354,6.434964416860928,4.7351801024884725,0.5168238233653175
2025-03-25 06:00:00,6,1,25,29.25423910557524,62.72711030845516,0.0,2,45.0,180,2.0,0.45,0,0,0.0,25.427712736578485,0.474252944039641,-4.687859091065327,3.826526368996756,24.929309578638552,0.5109065311275182,4.098929310903632,5.058449089224814,0.32920528862827503
2025-03-25 07:00:00,7,1,25,33.38560428849556,76.43241041157107,0.0,2,45.0,180,2.0,0.45,0,0,0.0,25.834965143672843,0.40725240709435795,13.70530010311591,7.550639144822714,25.40537922426339,0.44117684702249743,4.115878552485206,4.612065860164628,0.3305665660604205
2025-03-25 08:00:00,8,1,25,33.53619471794574,70.48485455907206,1.0,2,45.0,180,2.0,0.45,1,1,1.0,25.249625307871376,-0.5853398358014665,-5.947555852499008,8.286569410074364,25.504101062707566,0.3000534337757544,30.108875064185074,28.582658728282443,2.4181926922746966
2025-03-25 09:00:00,9,1,25,34.43444307053395,67.57038508369587,1.0,2,45.0,180,2.0,0.45,5,1,2.0,26.05603467033607,0.8064093624646951,-2.914469475376194,8.37840840019788,25.71354170729343,0.4166914363702645,37.1700701448805,28.643103358921675,2.9853121979507837
2025-03-25 10:00:00,10,1,25,34.63638648551137,58.872593812854426,1.0,2,45.0,180,2.0,0.45,1,1,3.0,25.69631867708843,-0.35971599324764014,-8.697791270841442,8.940067808422942,25.667326218431963,0.40398568905579507,31.25541766615122,36.87020718605784,2.5102772000999045
2025-03-25 11:00:00,11,1,25,35.235412414107905,53.672569670830896,1.0,2,45.0,180,2.0,0.45,3,1,4.0,26.04056885023023,0.3442501731417984,-5.20002414202353,9.194843563877676,25.93097406588491,0.2033646024171929,37.7303872612216,34.68768682167513,3.030314037215919
2025-03-25 12:00:00,12,1,25,35.572029057286315,48.29298080928763,1.0,2,45.0,180,2.0,0.45,4,1,4.0,26.30537569812118,0.26480684789094866,-5.379588861543269,9.266653359165137,26.01408774181328,0.30539081607762947,38.0579744329384,39.26796330722771,3.0566241834116763
2025-03-25 13:00:00,13,1,25,35.57497988990285,39.07310645064285,1.0,2,45.0,180,2.0,0.45,3,1,4.0,26.2629756399814,-0.04240005813977987,-9.21987435864478,9.31200424992145,26.202973396110934,0.14223525802205822,36.00098631266148,31.76342037194189,2.8914172924220365
2025-03-25 14:00:00,14,1,25,34.97959305547967,45.77750749277552,1.0,2,45.0,180,2.0,0.45,3,1,4.0,26.08443752772563,-0.17853811225576877,6.704401042132673,8.895155527754039,26.2175962886094,0.11725136644252446,35.97254120736601,38.05822140644768,2.889132725309852
2025-03-25 15:00:00,15,1,25,33.8933244982227,31.331481737759432,1.0,2,45.0,180,2.0,0.45,1,1,4.0,25.512096023615552,-0.5723415041100779,-14.446025755016088,8.381228474607145,25.95316973044086,0.39227347032576804,30.99587336535986,37.72820989864606,2.4894319134474716
2025-03-25 16:00:00,16,1,25,34.60341807191597,29.73749417394498,1.0,2,45.0,180,2.0,0.45,5,1,4.0,26.196619837543444,0.6845238139278926,-1.5939875638144514,8.406798234372523,25.931051129628212,0.3671358785239687,39.24155795142729,35.26914850682724,3.1516836304685723
2025-03-25 17:00:00,17,1,25,30.461826143283453,35.98207260670827,1.0,2,45.0,180,2.0,0.45,2,1,4.0,25.930207213233796,-0.2664126243096483,6.244578432763291,4.531618930049657,25.879641024797596,0.3450520504479204,30.04390203554206,28.684744528022087,2.412974386950285
2025-03-25 18:00:00,18,1,25,26.78063945195283,34.29931635222345,1.0,2,45.0,180,2.0,0.45,2,1,4.0,25.57117058353596,-0.3590366296978367,-1.682756254484822,1.2094688684168702,25.899332544771067,0.31386561805832686,24.165269692394393,29.720331239196405,1.9408323443643396
2025-03-25 19:00:00,19,1,25,27.199511005955152,32.12052723819962,0.0,2,45.0,180,2.0,0.45,0,0,3.0,25.86748179068419,0.2963112071482321,-2.1787891140238287,1.3320292152709605,25.789619862484653,0.191764661143285,4.064483185602232,4.002269602272301,0.32643874991490723
2025-03-25 20:00:00,20,1,25,30.251786342520475,33.253275863803125,0.0,2,45.0,180,2.0,0.45,0,0,2.0,26.174446383235125,0.30696459255093345,1.1327486256035044,4.07733995928535,25.87103291915176,0.30165357698973866,5.04870855275494,3.56203128471758,0.4054867576975413
2025-03-25 21:00:00,21,1,25,25.70377087131966,41.719300573411104,0.0,2,45.0,180,2.0,0.45,0,0,1.0,26.100469516938578,-0.07397686629654743,8.466024709607979,-0.396698645618919,26.04746589695263,0.16019941656790543,4.833207425406309,4.1970212567198955,0.38817879616724477
2025-03-25 22:00:00,22,1,25,28.62375158778831,41.62490908296388,0.0,2,45.0,180,2.0,0.45,0,0,0.0,26.33601597033959,0.23554645340101388,-0.09439149044722228,2.2877356174487176,26.203643956837766,0.12045707391290784,5.425646883093085,3.985321874267247,0.4357605395614868
2025-03-25 23:00:00,23,1,25,25.679064594763485,40.56671376480414,0.0,2,45.0,180,2.0,0.45,0,0,0.0,26.350064562579114,0.01404859223952215,-1.0581953181597399,-0.6709999678156287,26.262183349952426,0.14022433304174592,4.624311807438722,5.065141550464465,0.37140135577000094
2025-03-26 00:00:00,0,2,26,23.74905501416134,41.75387492975483,0.0,2,45.0,180,2.0,0.45,0,0,0.0,26.261939010176953,-0.08812555240216113,1.1871611649506875,-2.5128839960156135,26.316006514365217,0.04734777706335779,4.540254886837242,5.309205650102601,0.3646503286824629
